GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
9.5,0.0,2.4,0.1,-0.1,0.0,-39.0,7.0,-24.0,297.0,0.0,-76.0,2217,2014-12-28 22:02:40:997
9.5,0.0,2.4,0.1,-0.1,0.0,-39.0,7.0,-23.0,299.0,0.0,-76.0,2317,2014-12-28 22:02:41:097
9.5,0.0,2.4,0.1,-0.1,0.0,-39.0,7.0,-23.0,299.0,0.0,-76.0,2417,2014-12-28 22:02:41:197
9.5,0.0,2.4,0.1,-0.1,0.0,-39.0,7.0,-23.0,299.0,0.0,-76.0,2517,2014-12-28 22:02:41:297
9.5,0.0,2.4,0.1,-0.1,0.0,-39.0,7.0,-23.0,299.0,0.0,-76.0,2618,2014-12-28 22:02:41:398
9.5,0.0,2.4,0.1,-0.1,0.1,-39.0,7.0,-24.0,297.0,0.0,-76.0,2718,2014-12-28 22:02:41:498
9.5,0.0,2.4,0.1,-0.1,0.1,-39.0,7.0,-24.0,297.0,0.0,-76.0,2817,2014-12-28 22:02:41:597
9.5,0.0,2.4,0.1,-0.1,0.1,-39.0,7.0,-24.0,297.0,0.0,-76.0,2917,2014-12-28 22:02:41:697
9.6,0.2,1.9,0.2,0.0,0.3,-39.0,6.0,-23.0,294.0,-1.0,-79.0,3017,2014-12-28 22:02:41:797
9.6,0.2,1.9,0.2,0.0,0.3,-39.0,6.0,-23.0,294.0,-1.0,-79.0,3116,2014-12-28 22:02:41:896
9.6,0.2,1.9,0.2,0.0,0.3,-39.0,6.0,-23.0,294.0,-1.0,-79.0,3216,2014-12-28 22:02:41:996
9.6,0.2,1.9,0.2,0.0,0.3,-39.0,6.0,-23.0,294.0,-1.0,-79.0,3316,2014-12-28 22:02:42:096
9.8,0.0,0.6,0.2,0.2,0.4,-41.0,6.0,-21.0,288.0,0.0,-86.0,3416,2014-12-28 22:02:42:196
9.8,0.0,0.6,0.2,0.2,0.4,-41.0,6.0,-21.0,288.0,0.0,-86.0,3516,2014-12-28 22:02:42:296
9.8,0.0,0.6,0.2,0.2,0.4,-41.0,6.0,-21.0,288.0,0.0,-86.0,3617,2014-12-28 22:02:42:397
9.8,-0.2,-1.1,-0.3,-0.2,0.2,-42.0,6.0,-15.0,285.0,1.0,-96.0,3716,2014-12-28 22:02:42:496
9.8,-0.2,-1.1,-0.3,-0.2,0.2,-42.0,6.0,-15.0,285.0,1.0,-96.0,3818,2014-12-28 22:02:42:598
9.8,-0.2,-1.1,-0.3,-0.2,0.2,-42.0,6.0,-15.0,285.0,1.0,-96.0,3917,2014-12-28 22:02:42:697
9.8,-0.2,-1.1,-0.3,-0.2,0.2,-42.0,6.0,-15.0,285.0,1.0,-96.0,4016,2014-12-28 22:02:42:796
9.5,-0.6,-2.3,-1.0,-0.1,0.3,-43.0,8.0,-9.0,286.0,4.0,-104.0,4117,2014-12-28 22:02:42:897
9.5,-0.6,-2.3,-1.0,-0.1,0.3,-43.0,8.0,-9.0,286.0,4.0,-104.0,4217,2014-12-28 22:02:42:997
9.5,-0.6,-2.3,-1.0,-0.1,0.3,-43.0,8.0,-9.0,286.0,4.0,-104.0,4316,2014-12-28 22:02:43:096
9.2,-0.6,-3.4,-0.7,-0.1,0.2,-44.0,9.0,-4.0,290.0,3.0,-110.0,4416,2014-12-28 22:02:43:196
9.2,-0.6,-3.4,-0.7,-0.1,0.2,-44.0,9.0,-4.0,290.0,3.0,-110.0,4517,2014-12-28 22:02:43:297
9.2,-0.6,-3.4,-0.7,-0.1,0.2,-44.0,9.0,-4.0,290.0,3.0,-110.0,4616,2014-12-28 22:02:43:396
9.2,-0.6,-3.4,-0.7,-0.1,0.2,-44.0,9.0,-4.0,290.0,3.0,-110.0,4717,2014-12-28 22:02:43:497
9.0,-0.3,-4.0,-0.8,-0.2,0.3,-44.0,8.0,1.0,291.0,2.0,-114.0,4816,2014-12-28 22:02:43:596
9.0,-0.3,-4.0,-0.8,-0.2,0.3,-44.0,8.0,1.0,291.0,2.0,-114.0,4916,2014-12-28 22:02:43:696
9.0,-0.3,-4.0,-0.8,-0.2,0.3,-44.0,8.0,1.0,291.0,2.0,-114.0,5017,2014-12-28 22:02:43:797
8.8,-0.3,-4.3,-0.5,0.2,0.7,-43.0,8.0,3.0,293.0,2.0,-116.0,5117,2014-12-28 22:02:43:897
8.8,-0.3,-4.3,-0.5,0.2,0.7,-43.0,8.0,3.0,293.0,2.0,-116.0,5217,2014-12-28 22:02:43:997
8.8,-0.3,-4.3,-0.5,0.2,0.7,-43.0,8.0,3.0,293.0,2.0,-116.0,5317,2014-12-28 22:02:44:097
8.8,-0.3,-4.3,-0.5,0.2,0.7,-43.0,8.0,3.0,293.0,2.0,-116.0,5417,2014-12-28 22:02:44:197
7.9,-0.4,-5.7,-0.8,-0.2,0.8,-42.0,8.0,5.0,288.0,2.0,-126.0,5517,2014-12-28 22:02:44:297
7.9,-0.4,-5.7,-0.8,-0.2,0.8,-42.0,8.0,5.0,288.0,2.0,-126.0,5616,2014-12-28 22:02:44:396
7.9,-0.4,-5.7,-0.8,-0.2,0.8,-42.0,8.0,5.0,288.0,2.0,-126.0,5717,2014-12-28 22:02:44:497
7.4,-0.3,-6.4,-1.1,0.0,0.4,-41.0,8.0,11.0,290.0,2.0,-131.0,5816,2014-12-28 22:02:44:596
7.4,-0.3,-6.4,-1.1,0.0,0.4,-41.0,8.0,11.0,290.0,2.0,-131.0,5916,2014-12-28 22:02:44:696
7.4,-0.3,-6.4,-1.1,0.0,0.4,-41.0,8.0,11.0,290.0,2.0,-131.0,6016,2014-12-28 22:02:44:796
7.4,-0.3,-6.4,-1.1,0.0,0.4,-41.0,8.0,11.0,290.0,2.0,-131.0,6116,2014-12-28 22:02:44:896
8.7,-0.1,-4.6,-1.3,-0.1,0.3,-41.0,7.0,12.0,309.0,0.0,-118.0,6217,2014-12-28 22:02:44:997
8.7,-0.1,-4.6,-1.3,-0.1,0.3,-41.0,7.0,12.0,309.0,0.0,-118.0,6316,2014-12-28 22:02:45:096
8.7,-0.1,-4.6,-1.3,-0.1,0.3,-41.0,7.0,12.0,309.0,0.0,-118.0,6416,2014-12-28 22:02:45:196
9.8,-0.2,-0.4,-0.4,-0.2,0.0,-43.0,7.0,2.0,3.0,1.0,-92.0,6517,2014-12-28 22:02:45:297
9.8,-0.2,-0.4,-0.4,-0.2,0.0,-43.0,7.0,2.0,3.0,1.0,-92.0,6616,2014-12-28 22:02:45:396
9.8,-0.2,-0.4,-0.4,-0.2,0.0,-43.0,7.0,2.0,3.0,1.0,-92.0,6717,2014-12-28 22:02:45:497
9.8,-0.2,-0.4,-0.4,-0.2,0.0,-43.0,7.0,2.0,3.0,1.0,-92.0,6818,2014-12-28 22:02:45:598
9.3,-0.3,3.2,0.2,-0.1,-0.1,-42.0,8.0,-15.0,358.0,2.0,-71.0,6916,2014-12-28 22:02:45:696
9.3,-0.3,3.2,0.2,-0.1,-0.1,-42.0,8.0,-15.0,358.0,2.0,-71.0,7016,2014-12-28 22:02:45:796
9.3,-0.3,3.2,0.2,-0.1,-0.1,-42.0,8.0,-15.0,358.0,2.0,-71.0,7116,2014-12-28 22:02:45:896
8.0,-0.4,5.7,0.6,0.0,0.2,-36.0,8.0,-28.0,344.0,2.0,-54.0,7216,2014-12-28 22:02:45:996
8.0,-0.4,5.7,0.6,0.0,0.2,-36.0,8.0,-28.0,344.0,2.0,-54.0,7316,2014-12-28 22:02:46:096
8.0,-0.4,5.7,0.6,0.0,0.2,-36.0,8.0,-28.0,344.0,2.0,-54.0,7417,2014-12-28 22:02:46:197
8.0,-0.4,5.7,0.6,0.0,0.2,-36.0,8.0,-28.0,344.0,2.0,-54.0,7516,2014-12-28 22:02:46:296
6.3,-0.1,7.5,1.2,0.0,0.5,-28.0,9.0,-36.0,350.0,1.0,-40.0,7620,2014-12-28 22:02:46:400
6.3,-0.1,7.5,1.2,0.0,0.5,-28.0,9.0,-36.0,350.0,1.0,-40.0,7718,2014-12-28 22:02:46:498
6.3,-0.1,7.5,1.2,0.0,0.5,-28.0,9.0,-36.0,350.0,1.0,-40.0,7818,2014-12-28 22:02:46:598
6.1,-0.1,7.6,0.8,0.0,0.6,-22.0,9.0,-41.0,315.0,1.0,-39.0,7918,2014-12-28 22:02:46:698
6.1,-0.1,7.6,0.8,0.0,0.6,-22.0,9.0,-41.0,315.0,1.0,-39.0,8016,2014-12-28 22:02:46:796
6.1,-0.1,7.6,0.8,0.0,0.6,-22.0,9.0,-41.0,315.0,1.0,-39.0,8118,2014-12-28 22:02:46:898
6.1,-0.1,7.6,0.8,0.0,0.6,-22.0,9.0,-41.0,315.0,1.0,-39.0,8216,2014-12-28 22:02:46:996
6.5,0.2,7.3,0.7,0.0,0.5,-21.0,9.0,-42.0,310.0,-1.0,-41.0,8317,2014-12-28 22:02:47:097
6.5,0.2,7.3,0.7,0.0,0.5,-21.0,9.0,-42.0,310.0,-1.0,-41.0,8417,2014-12-28 22:02:47:197
6.5,0.2,7.3,0.7,0.0,0.5,-21.0,9.0,-42.0,310.0,-1.0,-41.0,8518,2014-12-28 22:02:47:298
7.5,1.0,6.2,0.5,-0.1,0.6,-23.0,7.0,-41.0,304.0,-6.0,-51.0,8617,2014-12-28 22:02:47:397
7.5,1.0,6.2,0.5,-0.1,0.6,-23.0,7.0,-41.0,304.0,-6.0,-51.0,8717,2014-12-28 22:02:47:497
7.5,1.0,6.2,0.5,-0.1,0.6,-23.0,7.0,-41.0,304.0,-6.0,-51.0,8817,2014-12-28 22:02:47:597
8.8,1.8,4.0,0.1,-0.3,0.5,-29.0,1.0,-38.0,291.0,-10.0,-65.0,8916,2014-12-28 22:02:47:696
8.8,1.8,4.0,0.1,-0.3,0.5,-29.0,1.0,-38.0,291.0,-10.0,-65.0,9019,2014-12-28 22:02:47:799
8.8,1.8,4.0,0.1,-0.3,0.5,-29.0,1.0,-38.0,291.0,-10.0,-65.0,9119,2014-12-28 22:02:47:899
8.8,1.8,4.0,0.1,-0.3,0.5,-29.0,1.0,-38.0,291.0,-10.0,-65.0,9218,2014-12-28 22:02:47:998
9.3,2.1,2.3,0.1,-0.3,0.7,-35.0,-6.0,-31.0,278.0,-12.0,-76.0,9326,2014-12-28 22:02:48:106
9.3,2.1,2.3,0.1,-0.3,0.7,-35.0,-6.0,-31.0,278.0,-12.0,-76.0,9417,2014-12-28 22:02:48:197
9.3,2.1,2.3,0.1,-0.3,0.7,-35.0,-6.0,-31.0,278.0,-12.0,-76.0,9516,2014-12-28 22:02:48:296
9.3,2.1,2.3,0.1,-0.3,0.7,-35.0,-6.0,-31.0,278.0,-12.0,-76.0,9616,2014-12-28 22:02:48:396
9.5,1.8,1.6,0.0,-0.6,0.6,-39.0,-10.0,-24.0,264.0,-11.0,-80.0,9717,2014-12-28 22:02:48:497
9.5,1.8,1.6,0.0,-0.6,0.6,-39.0,-10.0,-24.0,264.0,-11.0,-80.0,9817,2014-12-28 22:02:48:597
9.5,1.8,1.6,0.0,-0.6,0.6,-39.0,-10.0,-24.0,264.0,-11.0,-80.0,9917,2014-12-28 22:02:48:697
9.5,1.7,1.6,0.0,-0.4,0.3,-40.0,-12.0,-20.0,251.0,-10.0,-80.0,10016,2014-12-28 22:02:48:796
9.5,1.7,1.6,0.0,-0.4,0.3,-40.0,-12.0,-20.0,251.0,-10.0,-80.0,10117,2014-12-28 22:02:48:897
9.5,1.7,1.6,0.0,-0.4,0.3,-40.0,-12.0,-20.0,251.0,-10.0,-80.0,10219,2014-12-28 22:02:48:999
9.5,1.6,1.8,0.1,-0.3,0.4,-40.0,-12.0,-19.0,246.0,-9.0,-80.0,10317,2014-12-28 22:02:49:097
9.5,1.6,1.8,0.1,-0.3,0.4,-40.0,-12.0,-19.0,246.0,-9.0,-80.0,10418,2014-12-28 22:02:49:198
9.5,1.6,1.8,0.1,-0.3,0.4,-40.0,-12.0,-19.0,246.0,-9.0,-80.0,10518,2014-12-28 22:02:49:298
9.5,1.6,1.8,0.1,-0.3,0.4,-40.0,-12.0,-19.0,246.0,-9.0,-80.0,10625,2014-12-28 22:02:49:405
9.5,0.9,2.2,0.1,0.3,-0.3,-40.0,-10.0,-20.0,240.0,-5.0,-77.0,10716,2014-12-28 22:02:49:496
9.5,0.9,2.2,0.1,0.3,-0.3,-40.0,-10.0,-20.0,240.0,-5.0,-77.0,10817,2014-12-28 22:02:49:597
9.5,0.9,2.2,0.1,0.3,-0.3,-40.0,-10.0,-20.0,240.0,-5.0,-77.0,10919,2014-12-28 22:02:49:699
9.6,-0.3,2.2,-0.1,0.5,0.1,-40.0,-4.0,-23.0,248.0,2.0,-77.0,11017,2014-12-28 22:02:49:797
9.6,-0.3,2.2,-0.1,0.5,0.1,-40.0,-4.0,-23.0,248.0,2.0,-77.0,11118,2014-12-28 22:02:49:898
9.6,-0.3,2.2,-0.1,0.5,0.1,-40.0,-4.0,-23.0,248.0,2.0,-77.0,11217,2014-12-28 22:02:49:997
9.6,-0.3,2.2,-0.1,0.5,0.1,-40.0,-4.0,-23.0,248.0,2.0,-77.0,11317,2014-12-28 22:02:50:097
9.5,-1.4,2.0,0.0,1.0,0.2,-40.0,7.0,-23.0,273.0,8.0,-78.0,11418,2014-12-28 22:02:50:198
9.5,-1.4,2.0,0.0,1.0,0.2,-40.0,7.0,-23.0,273.0,8.0,-78.0,11518,2014-12-28 22:02:50:298
9.5,-1.4,2.0,0.0,1.0,0.2,-40.0,7.0,-23.0,273.0,8.0,-78.0,11618,2014-12-28 22:02:50:398
9.5,-1.4,2.0,0.0,1.0,0.2,-40.0,7.0,-23.0,273.0,8.0,-78.0,11717,2014-12-28 22:02:50:497
9.6,-1.6,0.8,-0.1,1.0,1.1,-40.0,17.0,-17.0,306.0,9.0,-85.0,11816,2014-12-28 22:02:50:596
9.6,-1.6,0.8,-0.1,1.0,1.1,-40.0,17.0,-17.0,306.0,9.0,-85.0,11917,2014-12-28 22:02:50:697
9.6,-1.6,0.8,-0.1,1.0,1.1,-40.0,17.0,-17.0,306.0,9.0,-85.0,12017,2014-12-28 22:02:50:797
9.7,-1.5,0.0,0.0,0.9,0.9,-40.0,21.0,-7.0,335.0,9.0,-90.0,12117,2014-12-28 22:02:50:897
9.7,-1.5,0.0,0.0,0.9,0.9,-40.0,21.0,-7.0,335.0,9.0,-90.0,12218,2014-12-28 22:02:50:998
9.7,-1.5,0.0,0.0,0.9,0.9,-40.0,21.0,-7.0,335.0,9.0,-90.0,12318,2014-12-28 22:02:51:098
9.7,-1.3,0.3,-0.1,0.6,0.7,-40.0,21.0,1.0,8.0,8.0,-88.0,12417,2014-12-28 22:02:51:197
9.7,-1.3,0.3,-0.1,0.6,0.7,-40.0,21.0,1.0,8.0,8.0,-88.0,12516,2014-12-28 22:02:51:296
9.7,-1.3,0.3,-0.1,0.6,0.7,-40.0,21.0,1.0,8.0,8.0,-88.0,12616,2014-12-28 22:02:51:396
9.7,-1.3,0.3,-0.1,0.6,0.7,-40.0,21.0,1.0,8.0,8.0,-88.0,12717,2014-12-28 22:02:51:497
9.7,-1.2,0.6,-0.1,0.5,0.4,-40.0,20.0,1.0,13.0,7.0,-86.0,12816,2014-12-28 22:02:51:596
9.7,-1.2,0.6,-0.1,0.5,0.4,-40.0,20.0,1.0,13.0,7.0,-86.0,12916,2014-12-28 22:02:51:696
9.7,-1.2,0.6,-0.1,0.5,0.4,-40.0,20.0,1.0,13.0,7.0,-86.0,13017,2014-12-28 22:02:51:797
9.7,-1.2,0.6,-0.1,0.5,0.4,-40.0,20.0,1.0,13.0,7.0,-86.0,13117,2014-12-28 22:02:51:897
9.7,-0.7,1.5,-0.1,0.1,0.3,-40.0,20.0,-1.0,17.0,4.0,-81.0,13217,2014-12-28 22:02:51:997
9.7,-0.7,1.5,-0.1,0.1,0.3,-40.0,20.0,-1.0,17.0,4.0,-81.0,13317,2014-12-28 22:02:52:097
9.7,-0.7,1.5,-0.1,0.1,0.3,-40.0,20.0,-1.0,17.0,4.0,-81.0,13416,2014-12-28 22:02:52:196
9.6,0.2,1.9,0.0,-0.3,0.4,-40.0,19.0,-9.0,357.0,-1.0,-79.0,13516,2014-12-28 22:02:52:296
9.6,0.2,1.9,0.0,-0.3,0.4,-40.0,19.0,-9.0,357.0,-1.0,-79.0,13617,2014-12-28 22:02:52:397
9.6,0.2,1.9,0.0,-0.3,0.4,-40.0,19.0,-9.0,357.0,-1.0,-79.0,13716,2014-12-28 22:02:52:496
9.6,0.8,1.6,0.0,-0.6,0.7,-40.0,14.0,-18.0,327.0,-5.0,-80.0,13816,2014-12-28 22:02:52:596
9.6,0.8,1.6,0.0,-0.6,0.7,-40.0,14.0,-18.0,327.0,-5.0,-80.0,13917,2014-12-28 22:02:52:697
9.6,0.8,1.6,0.0,-0.6,0.7,-40.0,14.0,-18.0,327.0,-5.0,-80.0,14016,2014-12-28 22:02:52:796
9.6,0.8,1.6,0.0,-0.6,0.7,-40.0,14.0,-18.0,327.0,-5.0,-80.0,14117,2014-12-28 22:02:52:897
9.7,0.9,1.3,-0.1,-0.8,0.5,-40.0,9.0,-21.0,309.0,-5.0,-82.0,14217,2014-12-28 22:02:52:997
9.7,0.9,1.3,-0.1,-0.8,0.5,-40.0,9.0,-21.0,309.0,-5.0,-82.0,14317,2014-12-28 22:02:53:097
9.7,0.9,1.3,-0.1,-0.8,0.5,-40.0,9.0,-21.0,309.0,-5.0,-82.0,14419,2014-12-28 22:02:53:199
9.7,0.5,1.4,-0.1,-0.7,0.5,-41.0,6.0,-21.0,299.0,-3.0,-82.0,14517,2014-12-28 22:02:53:297
9.7,0.5,1.4,-0.1,-0.7,0.5,-41.0,6.0,-21.0,299.0,-3.0,-82.0,14616,2014-12-28 22:02:53:396
9.7,0.5,1.4,-0.1,-0.7,0.5,-41.0,6.0,-21.0,299.0,-3.0,-82.0,14716,2014-12-28 22:02:53:496
9.7,0.5,1.4,-0.1,-0.7,0.5,-41.0,6.0,-21.0,299.0,-3.0,-82.0,14816,2014-12-28 22:02:53:596
9.6,0.6,1.9,0.1,-0.2,0.3,-41.0,6.0,-21.0,305.0,-4.0,-79.0,14916,2014-12-28 22:02:53:696
9.6,0.6,1.9,0.1,-0.2,0.3,-41.0,6.0,-21.0,305.0,-4.0,-79.0,15016,2014-12-28 22:02:53:796
9.6,0.6,1.9,0.1,-0.2,0.3,-41.0,6.0,-21.0,305.0,-4.0,-79.0,15116,2014-12-28 22:02:53:896
9.6,0.4,2.2,0.1,-0.2,0.1,-40.0,6.0,-23.0,300.0,-2.0,-77.0,15216,2014-12-28 22:02:53:996
9.6,0.4,2.2,0.1,-0.2,0.1,-40.0,6.0,-23.0,300.0,-2.0,-77.0,15317,2014-12-28 22:02:54:097
9.6,0.4,2.2,0.1,-0.2,0.1,-40.0,6.0,-23.0,300.0,-2.0,-77.0,15417,2014-12-28 22:02:54:197
9.6,0.4,2.2,0.1,-0.2,0.1,-40.0,6.0,-23.0,300.0,-2.0,-77.0,15516,2014-12-28 22:02:54:296
9.6,0.3,2.1,0.0,-0.2,0.2,-40.0,6.0,-24.0,296.0,-2.0,-78.0,15617,2014-12-28 22:02:54:397
9.6,0.3,2.1,0.0,-0.2,0.2,-40.0,6.0,-24.0,296.0,-2.0,-78.0,15717,2014-12-28 22:02:54:497
9.6,0.3,2.1,0.0,-0.2,0.2,-40.0,6.0,-24.0,296.0,-2.0,-78.0,15817,2014-12-28 22:02:54:597
9.6,0.2,2.0,0.1,-0.2,0.1,-40.0,6.0,-23.0,296.0,-1.0,-78.0,15916,2014-12-28 22:02:54:696
9.6,0.2,2.0,0.1,-0.2,0.1,-40.0,6.0,-23.0,296.0,-1.0,-78.0,16016,2014-12-28 22:02:54:796
9.6,0.2,2.0,0.1,-0.2,0.1,-40.0,6.0,-23.0,296.0,-1.0,-78.0,16117,2014-12-28 22:02:54:897
